epoch,lr,loss,iou,val_loss,val_iou
0,0.001,1.160912737250328,0.17094675198994577,1.1955624765424586,0.11805474599378582
1,0.001,1.0940738916397095,0.22673575092335732,1.2279151340029133,0.11810149610533141
2,0.001,1.0562952905893326,0.25033060848316,1.1169408613176488,0.0007955357986156419
3,0.001,1.024999052286148,0.2715791218246062,1.0748035658651323,0.0007965337715432387
4,0.001,1.0043782070279121,0.28380274280923246,1.0734041253132607,0.0011626443207941898
5,0.001,0.9910944551229477,0.29298100118022713,1.078418187241056,0.006721028648389871
6,0.001,0.977910690009594,0.30441253860847717,1.0719231811921988,0.00012435490349525346
7,0.001,0.9717124849557877,0.3065366765078131,1.086870104519289,0.02920457557020199
8,0.001,0.9625416249036789,0.31874899696513237,1.077548635539724,0.045669401826592515
9,0.001,0.9497227221727371,0.32702945916468906,1.060498846111013,0.08633173082982762
10,0.001,0.9449500218033791,0.3313108077059039,1.0632271215097229,0.1815706882533103
11,0.001,0.9368346706032753,0.3357727524078513,0.9636341013125519,0.2729305574728497
12,0.001,0.9309040680527687,0.34373670499924713,0.9725156755589727,0.2958774976092897
13,0.001,0.9201605767011642,0.3533299223727288,0.9359627072490863,0.31628771842738096
14,0.001,0.9148278161883354,0.3574291601473166,0.9641720501344595,0.2978879417600294
15,0.001,0.9083064049482346,0.3628143674819312,0.9422285023020275,0.321220769002063
16,0.001,0.9009733498096466,0.3672675653154966,0.9476474870496722,0.31485845015867625
17,0.001,0.8914708569645882,0.3775115710198127,0.9258544089189217,0.33005378108013744
18,0.001,0.8918019458651543,0.377366451086141,0.9409787726046434,0.32945911980691733
19,0.001,0.8826880306005478,0.3845028015578934,0.9215144096915402,0.33118467352706954
20,0.001,0.880500815808773,0.3845040032329321,0.9866673679494146,0.2783506278052985
21,0.001,0.8698896691203117,0.3894997407440012,0.8988688330152141,0.3473765394961458
22,0.001,0.8657011687755585,0.39920547806306006,0.9173404609979089,0.3525059106699492
23,0.001,0.8619251996278763,0.39993579550121366,0.86860191822052,0.36837883581015096
24,0.001,0.8573463782668114,0.4018132960534925,0.8996168223779593,0.35453440255919627
25,0.001,0.8476539775729179,0.4080048792145976,0.880421931174264,0.36461568111218473
26,0.001,0.8406252041459084,0.41858984098808094,0.875608010078544,0.3787876404631277
27,0.001,0.8320266231894493,0.42400936154481966,0.8681858573386918,0.3823096533891552
28,0.001,0.8300618156790733,0.42558226771944224,0.8686646489954707,0.38233764706354134
29,0.001,0.8333325982093811,0.42494461026019426,0.890093201131963,0.35717639040655463
30,0.001,0.8215383738279343,0.4345411066178986,0.8725086539538939,0.3730075228751705
31,0.001,0.8107187822461128,0.44282855475879357,0.8867103537516807,0.3595235751895055
32,0.001,0.8084634616971016,0.4483201566574754,0.8664530017482701,0.3916408186279651
33,0.001,0.8042642772197723,0.4489963707168183,0.851443552259189,0.3879558486328388
34,0.001,0.7962423339486122,0.45408775201334706,0.8364348660654096,0.4092997563290216
35,0.001,0.7941683083772659,0.4544675024211704,0.8258744558291649,0.4126537080492924
36,0.001,0.7893661186099052,0.46003633104741476,0.853114317602186,0.3924852532424822
37,0.001,0.7833080515265465,0.4618079967400856,0.8272660686008966,0.4072121197140762
38,0.001,0.7757729589939117,0.4701305919807911,0.8052441415502064,0.42710761310654455
39,0.001,0.7762173563241959,0.4659127125800703,0.8043312403693128,0.43595364895586997
40,0.001,0.7699376940727234,0.4710716611004856,0.8315534858561274,0.40793865527814377
