out_channel0,M,R1,R2,R3,R4,R5,convblock1,widenfact1,B1,convblock2,widenfact2,B2,convblock3,widenfact3,B3,convblock4,widenfact4,B4,convblock5,widenfact5,B5,1_day_accuracy,1_day_accuracy_std,AVM
128,4,12,14,10,5,0,B,3,3,D,3,6,C,3,10,B,2,2,0,0,0,0.9134822659374913,0.03990651588084045,8.112208167323775
75,3,1,15,15,0,0,C,1,10,D,2,2,D,3,11,0,0,0,0,0,0,0.7159385813382158,0.2072512247988303,15.196800499849676
62,3,13,1,10,0,0,B,4,6,B,4,4,C,2,5,0,0,0,0,0,0,0.9309092046398064,0.020969551919067717,4.226967071347131
122,1,7,0,0,0,0,B,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0.6416372616303843,0.28663245030603357,17.128898723875963
81,4,2,7,9,11,0,A,2,7,C,4,1,B,1,8,A,3,1,0,0,0,0.9068652961885747,0.06108091186799473,9.715430452505199
125,4,4,3,3,13,0,A,4,8,A,4,7,B,2,9,B,3,3,0,0,0,0.9343342553929441,0.060136009070826,7.8422487472308315
107,1,7,0,0,0,0,C,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0.9197560945618692,0.07251998710838489,9.929558319922942
52,4,8,2,15,14,0,C,4,7,C,1,7,D,4,1,D,3,2,0,0,0,0.9352564575729683,0.025624967859107884,4.474636063986575
11,3,2,11,4,0,0,C,2,9,A,4,8,C,4,8,0,0,0,0,0,0,0.9215443564163288,0.02723604362206323,4.784998249606781
51,2,9,4,0,0,0,B,3,8,D,2,7,0,0,0,0,0,0,0,0,0,0.8656389474157604,0.29114106813533924,17.42909403987701
108,5,6,15,5,4,3,C,4,12,D,2,3,A,2,10,B,1,1,A,2,5,0.9397847328246196,0.05675491670037314,7.751149618509298
91,3,8,12,7,0,0,C,1,3,B,3,1,A,4,6,0,0,0,0,0,0,0.9056826868917535,0.020265974329949702,4.346456620837601
116,2,3,16,0,0,0,D,4,7,C,4,10,0,0,0,0,0,0,0,0,0,0.9107879168330735,0.07910603095379551,8.84286871067586
46,2,8,1,0,0,0,A,4,5,D,1,7,0,0,0,0,0,0,0,0,0,0.9160536186413669,0.08072119359524822,4.344322292850633
59,3,1,7,6,0,0,C,2,8,B,2,3,D,4,1,0,0,0,0,0,0,0.9302664754666696,0.0775598666883535,4.5795567654709455
116,2,15,14,0,0,0,A,3,5,C,1,12,0,0,0,0,0,0,0,0,0,0.6537955300317403,0.11831688872967559,14.249366635973573
86,3,13,3,13,0,0,D,3,2,D,3,5,C,3,12,0,0,0,0,0,0,0.8452747735415207,0.16456267415635567,16.710430871051702
97,1,15,0,0,0,0,A,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0.6556648597805255,0.1462470356085561,16.691085776381325
15,2,11,6,0,0,0,A,3,2,A,2,8,0,0,0,0,0,0,0,0,0,0.8409899804498551,0.2911297674433939,12.429836319794166
114,3,12,8,12,0,0,A,1,4,B,2,5,C,1,4,0,0,0,0,0,0,0.7907593749208328,0.12171806808725708,16.87693963615467
91,3,7,11,11,0,0,A,1,8,D,4,5,C,3,3,0,0,0,0,0,0,0.9289108304968372,0.06167678419704703,6.367763880777248
39,5,4,11,8,2,8,C,1,8,A,3,2,D,2,10,B,1,8,D,3,8,0.9312075463555664,0.06050386909350823,5.39158941554554
86,4,5,16,2,11,0,C,3,4,D,1,9,C,2,2,C,4,1,0,0,0,0.9271428304824612,0.07976317190450362,7.550513413909144
60,1,14,0,0,0,0,A,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.6665060636064626,0.13255579253461933,11.049130206402097
20,5,1,9,15,5,10,A,3,5,C,1,9,A,3,1,A,4,5,B,3,3,0.92708318787797,0.041656721381510095,6.134358324885071
123,2,4,11,0,0,0,D,4,4,C,2,1,0,0,0,0,0,0,0,0,0,0.9174789297915482,0.09662770100800286,5.589159405942924
101,5,5,13,4,13,14,A,2,2,A,4,4,B,3,10,B,1,4,C,3,6,0.9233078173588602,0.07283346366423621,4.274563424250568
21,4,14,5,5,15,0,D,2,11,D,4,2,A,4,5,A,1,1,0,0,0,0.9182199371120102,0.03769110414217999,6.03115515802868
57,3,6,16,8,0,0,B,4,12,D,4,11,C,1,4,0,0,0,0,0,0,0.9108622470002559,0.050488340988183396,4.561771484169791
126,3,13,9,1,0,0,D,2,3,B,3,1,C,2,5,0,0,0,0,0,0,0.8770899633727156,0.25306836291965024,14.204021758911392
121,1,13,0,0,0,0,B,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0.7013392353303406,0.24282823734052003,14.473884367773016
12,5,12,3,13,1,12,B,1,5,A,1,12,B,3,11,D,2,6,C,1,5,0.9331751331112361,0.03560030740842385,7.270946115324923
13,5,4,14,4,8,15,D,2,5,C,4,7,D,4,1,A,1,10,B,1,5,0.9029883091152426,0.08038694675234327,5.904713056490796
14,3,12,16,5,0,0,A,1,5,A,4,9,D,2,7,0,0,0,0,0,0,0.9121863596593879,0.09166104147130781,4.16519463656613
37,3,15,2,7,0,0,A,4,3,C,3,8,B,2,6,0,0,0,0,0,0,0.9210802406044701,0.04020770317104172,4.233773892383089
22,1,12,0,0,0,0,C,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0.6896905856794436,0.18337013459073037,17.247991959460503
32,2,7,1,0,0,0,C,3,12,B,2,2,0,0,0,0,0,0,0,0,0,0.7565782647254891,0.10576614837953822,14.645342348350873
62,1,11,0,0,0,0,D,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0.9371945463255964,0.08961558544852746,6.571895638619902
84,4,7,3,15,1,0,C,4,7,B,4,4,B,1,2,B,2,8,0,0,0,0.9361608046227727,0.033255758649269135,5.673861640359742
55,5,5,4,3,4,13,D,2,10,C,4,10,B,3,6,C,1,6,A,1,4,0.9326390020481586,0.0430363184108839,6.461381994929692
42,1,11,0,0,0,0,C,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0.8469619644588372,0.2155357683143263,14.630634108082369
62,4,2,12,7,13,0,C,1,9,A,4,12,B,4,11,B,2,8,0,0,0,0.9051141587757321,0.07991857771513336,7.542671236454667
11,3,4,11,2,0,0,D,3,11,D,4,3,A,3,9,0,0,0,0,0,0,0.9388538828673705,0.08335923535010263,5.035124220760926
105,3,8,4,9,0,0,C,3,6,A,4,9,D,3,11,0,0,0,0,0,0,0.9155910459395912,0.08707828717283747,8.846273678851734
47,4,10,6,4,3,0,B,3,10,B,4,10,D,2,1,D,4,11,0,0,0,0.9088067472866617,0.08802354288267426,9.302828671947772
81,4,5,1,10,15,0,A,2,1,D,1,12,C,1,8,A,2,12,0,0,0,0.9388720052845605,0.09441732618897061,7.093380775034544
28,1,10,0,0,0,0,C,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7217297733502587,0.26967975728805954,13.19049526261927
19,4,3,13,2,14,0,A,3,4,A,3,8,A,3,8,D,4,2,0,0,0,0.9283982590634823,0.03702520775791053,4.513176652833525
40,4,12,2,2,7,0,B,3,10,D,2,12,B,4,3,D,3,11,0,0,0,0.9177204237491773,0.0607763328403392,4.179541641319556
23,3,7,13,11,0,0,B,1,1,D,1,3,D,1,9,0,0,0,0,0,0,0.7078071573515262,0.17381877119976846,10.533653810808573
98,3,13,11,3,0,0,B,4,7,C,4,11,B,1,12,0,0,0,0,0,0,0.9003653892110769,0.08129701329355221,5.254502354639018
27,1,4,0,0,0,0,D,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9015403626461403,0.05287028459962631,8.386587585326795
26,5,15,13,1,7,6,B,4,10,C,3,12,D,2,9,A,4,12,B,2,7,0.9056888412893933,0.09212631694985478,4.435214062498144
77,1,12,0,0,0,0,A,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.6086007299412962,0.18041774227024715,14.442730367249911
93,5,1,6,8,2,10,D,3,1,B,4,3,A,1,1,C,2,4,A,4,10,0.904063834340961,0.05568602617144029,4.227955926543249
39,3,14,1,7,0,0,A,1,11,A,4,10,D,4,6,0,0,0,0,0,0,0.9367693836584293,0.029103950972856188,9.405219900052654
25,1,10,0,0,0,0,A,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0.722833214530299,0.21138076115464996,13.882938885816309
114,3,12,13,1,0,0,D,4,5,C,1,3,D,3,3,0,0,0,0,0,0,0.9246857430451427,0.09901603190571336,9.905634270175621
69,4,15,16,16,1,0,A,3,3,C,4,4,A,4,3,C,3,5,0,0,0,0.9176736594692427,0.04433415117717872,5.263687872639184
104,1,1,0,0,0,0,B,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0.8142404748929365,0.2410044427833387,13.567680330788486
74,3,14,4,7,0,0,B,1,5,B,2,1,B,3,10,0,0,0,0,0,0,0.651227167175484,0.12990363449245151,11.907803014546165
126,4,12,13,1,14,0,C,1,9,D,4,1,A,3,11,B,4,4,0,0,0,0.9268990837481028,0.0860078487776878,8.522215836871737
114,4,13,7,12,3,0,B,2,5,B,1,2,B,4,3,C,1,1,0,0,0,0.9171442822375614,0.0961631999676028,6.470129076829003
88,3,15,10,10,0,0,C,2,8,C,2,2,B,1,6,0,0,0,0,0,0,0.8837975411423165,0.22340529705706022,13.930484346957098
128,4,16,12,5,7,0,A,4,4,A,3,9,D,2,2,B,4,3,0,0,0,0.9254579921864747,0.027530773260193656,7.298308268659926
71,3,8,14,2,0,0,C,1,12,A,4,6,A,1,5,0,0,0,0,0,0,0.9267857464202168,0.08375431085247975,4.475821788923048
66,4,1,8,2,2,0,A,1,12,B,2,4,A,2,2,C,3,7,0,0,0,0.9173222047438001,0.035016195213680976,5.625277007706087
92,4,7,16,7,7,0,B,2,4,B,1,2,D,4,9,B,2,12,0,0,0,0.9034957233339574,0.03273149680762386,6.960156218192809
71,2,7,7,0,0,0,A,4,6,A,3,5,0,0,0,0,0,0,0,0,0,0.9019998396564328,0.0741385226363043,7.39258105024405
98,1,8,0,0,0,0,B,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0.6818681387700386,0.25719068695724356,15.867814627574631
41,1,13,0,0,0,0,B,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.8665332891004078,0.21842145147831066,11.699572600574774
84,3,11,9,5,0,0,C,1,5,D,3,6,D,1,10,0,0,0,0,0,0,0.8469686201482864,0.1396401493093178,13.848814701594444
78,1,6,0,0,0,0,A,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0.7171936242739763,0.22161382301685734,14.286480038226005
11,1,1,0,0,0,0,B,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9181222227423723,0.09192487500335793,7.4958344438251014
121,3,2,11,2,0,0,D,3,5,B,3,1,B,3,12,0,0,0,0,0,0,0.6025965257894546,0.29804510368882375,13.248980612723145
62,4,5,3,15,5,0,D,4,2,A,4,10,C,2,6,B,2,10,0,0,0,0.9126761744680886,0.048993862896522244,5.980327281777365
14,3,6,1,14,0,0,C,2,7,C,3,7,A,4,7,0,0,0,0,0,0,0.9075175948155761,0.03025169148156768,6.174708626524077
92,2,3,12,0,0,0,A,4,9,A,1,6,0,0,0,0,0,0,0,0,0,0.9027620551212577,0.09493525929434969,7.877054407867071
94,2,4,8,0,0,0,B,2,5,A,1,5,0,0,0,0,0,0,0,0,0,0.6540037710256416,0.2586930092633355,10.445081260552753
128,4,5,7,4,14,0,D,1,6,A,2,11,C,1,3,B,2,9,0,0,0,0.9281401649251865,0.06519581317721464,4.629765606851881
71,1,15,0,0,0,0,D,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6656163613851408,0.18444814958387573,15.133502366173573
118,1,14,0,0,0,0,C,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7739113464731808,0.21608253663292618,16.682385933161953
93,5,13,8,5,7,16,D,4,8,B,3,10,B,3,9,C,2,3,C,1,4,0.9278764585566844,0.03970859946549496,4.040937992572329
93,5,14,10,15,1,8,C,3,6,C,2,2,D,4,3,A,2,7,C,3,8,0.9089408203672104,0.024647133828372896,8.133731730366911
104,2,14,6,0,0,0,A,1,7,C,1,3,0,0,0,0,0,0,0,0,0,0.7344382538531263,0.23906798117899689,12.249035899685783
18,3,2,12,11,0,0,C,1,1,C,4,12,A,2,1,0,0,0,0,0,0,0.907490867590788,0.07926965205550698,5.416312971289464
123,5,1,9,12,7,11,B,4,5,D,2,10,B,3,7,A,2,3,D,2,2,0.9105884547670758,0.08812605587336554,8.634591091393967
40,3,16,10,1,0,0,C,1,1,A,4,4,A,1,1,0,0,0,0,0,0,0.9152946891868301,0.038179379762799864,5.605190188517306
24,3,7,13,14,0,0,C,2,12,A,3,4,A,1,3,0,0,0,0,0,0,0.7573498453345294,0.14911404745454987,17.764884631896464
56,3,8,11,14,0,0,B,3,12,A,3,4,B,2,12,0,0,0,0,0,0,0.6004513750817102,0.2548449669318346,14.355680090387352
53,1,3,0,0,0,0,C,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0.8558742018359977,0.1757454815787151,17.584078726113024
66,5,9,13,15,6,12,C,1,5,B,2,9,D,1,2,A,2,1,B,2,5,0.912558538007307,0.03437655997648629,4.325719157445233
81,4,1,5,8,10,0,B,2,11,B,3,4,A,3,12,A,2,7,0,0,0,0.927246881436326,0.031401972507066514,9.360034602252018
59,2,14,11,0,0,0,B,1,1,C,3,5,0,0,0,0,0,0,0,0,0,0.6739544114103371,0.15791651914056498,14.819119378708972
57,4,8,7,7,6,0,A,2,2,B,4,4,C,4,12,C,3,8,0,0,0,0.9064860048094057,0.037906955706468876,6.898540564966837
62,5,9,9,14,11,8,B,4,10,A,2,7,A,1,6,B,1,10,D,2,4,0.9347818790378977,0.08162765513706412,9.44070841355838
46,4,5,14,10,11,0,A,2,7,C,4,6,B,2,6,B,1,5,0,0,0,0.9269618566283598,0.09189670460764324,8.162031974041964
50,4,10,12,7,11,0,C,1,5,C,3,11,B,4,5,A,1,1,0,0,0,0.9076868075285115,0.07055828360935607,7.734236492212355
43,1,13,0,0,0,0,C,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0.6173878490374644,0.1262606659792888,12.110980683956154
114,5,9,11,3,13,11,D,2,8,C,2,7,D,2,12,D,2,4,D,2,11,0.9228761318157165,0.041036015717983085,6.569646574481425
86,1,6,0,0,0,0,D,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0.6410361163265093,0.1541968925107659,11.480810451032546
89,3,16,8,11,0,0,A,1,12,A,4,10,C,1,5,0,0,0,0,0,0,0.9146550036554515,0.08564332853683895,4.118504531158027
70,2,9,8,0,0,0,D,1,2,A,4,4,0,0,0,0,0,0,0,0,0,0.9143432268031129,0.02746317343631663,5.659004449577969
40,3,16,14,5,0,0,B,4,2,A,2,9,B,1,8,0,0,0,0,0,0,0.9005900028439421,0.05436144385387967,7.260901946927417
27,3,15,13,7,0,0,D,3,9,C,4,11,C,4,1,0,0,0,0,0,0,0.9240709600012639,0.02264107815342283,8.730946358764042
37,5,2,7,15,10,13,B,1,6,A,1,3,C,1,11,C,1,6,A,4,6,0.9307753664304285,0.07067038516593424,7.960783208429215
121,3,12,14,1,0,0,C,2,4,C,3,6,D,1,3,0,0,0,0,0,0,0.6606779935515988,0.2477908036290896,10.084803544537152
20,5,10,8,11,11,9,A,1,3,C,1,10,C,3,6,C,4,2,D,2,1,0.9039414801129014,0.06219816204435451,4.671384623787727
43,1,1,0,0,0,0,B,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0.652738088246762,0.25948669988605433,16.83636659066152
49,4,1,6,1,16,0,A,4,7,D,1,8,A,1,8,B,4,12,0,0,0,0.9204463333298488,0.09926539822702941,9.02532642598869
59,2,12,1,0,0,0,B,2,7,B,3,10,0,0,0,0,0,0,0,0,0,0.6080189962422949,0.28485922209704295,13.519014135066968
46,2,11,6,0,0,0,C,1,5,A,4,11,0,0,0,0,0,0,0,0,0,0.9046767649147391,0.06705776321719162,4.19024647628603
13,3,1,16,7,0,0,C,1,7,A,4,9,C,4,11,0,0,0,0,0,0,0.9131950480975701,0.021462167490963288,7.553369545885126
73,3,4,12,3,0,0,B,1,7,B,4,12,B,2,2,0,0,0,0,0,0,0.9037488896378851,0.09004898848466499,6.134560214800832
19,5,12,6,9,8,8,D,3,11,D,3,7,A,2,7,B,3,12,B,1,8,0.9257162964678273,0.07871144210336213,8.728198697035552
123,1,10,0,0,0,0,C,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0.6893247617055847,0.14018639833782526,14.064111466110376
28,1,13,0,0,0,0,D,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0.868779426916508,0.24890104829225781,14.457664075925276
32,2,3,11,0,0,0,A,4,8,B,4,4,0,0,0,0,0,0,0,0,0,0.9152912656720688,0.059229292522275614,6.631499076363987
85,5,4,15,11,13,1,B,2,2,B,3,7,B,4,5,B,4,7,D,1,6,0.9009958480417598,0.04208690178417149,9.644338320473462
86,2,5,13,0,0,0,B,4,2,B,1,6,0,0,0,0,0,0,0,0,0,0.9235323656340607,0.027079835934917442,6.74797993394291
114,5,3,15,14,7,6,A,4,3,B,1,6,A,1,1,D,4,10,A,4,10,0.9008863336457507,0.0833983289114859,5.786510340151688
64,5,13,11,12,16,5,B,3,7,B,2,7,B,1,2,A,2,6,C,3,10,0.9091526173137351,0.07607704737976298,9.944743983639482
115,2,10,16,0,0,0,B,3,7,C,4,8,0,0,0,0,0,0,0,0,0,0.906789962939583,0.05724882566376295,7.5725204666001265
44,2,7,10,0,0,0,C,2,9,D,4,7,0,0,0,0,0,0,0,0,0,0.9052714800905219,0.07663492824953942,8.858399146348404
46,1,7,0,0,0,0,A,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.6901901052801463,0.1622199686165803,15.893288806363147
22,2,10,16,0,0,0,B,3,5,B,1,7,0,0,0,0,0,0,0,0,0,0.7550741534616607,0.17114901921082776,12.291122291652972
116,4,6,11,2,9,0,D,4,3,B,2,7,D,4,3,D,1,5,0,0,0,0.9370135715985064,0.035516848877889924,8.85607625163494
124,4,5,4,6,11,0,B,1,2,D,3,12,A,1,2,B,4,6,0,0,0,0.9213536420013321,0.0796967573769987,7.2834180600687075
127,1,7,0,0,0,0,A,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.6712191805666757,0.29295715013924795,10.27740574074221
37,5,11,3,3,5,11,B,2,7,A,1,12,C,3,9,A,3,12,C,4,8,0.9104255004680484,0.09606706637825692,5.665795006080874
30,5,8,10,8,8,1,B,2,2,A,2,12,D,4,12,B,1,6,C,3,7,0.9198246712080934,0.08190161393691972,8.299173734939089
116,4,16,12,2,15,0,C,3,10,A,1,8,B,2,11,C,4,3,0,0,0,0.9190007187294476,0.0766899679199244,8.812110588452546
75,4,5,16,8,5,0,B,4,6,C,3,10,C,3,10,A,1,5,0,0,0,0.9389830156675488,0.08827619488988203,7.924824092076172
115,5,11,1,4,7,14,C,3,8,C,2,2,A,1,4,A,1,1,D,2,12,0.9040434491651358,0.0632914394879877,4.03771366650658
75,1,5,0,0,0,0,D,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0.6737578229077988,0.1869207223089538,16.609216029092426
101,3,12,6,16,0,0,D,4,1,C,1,11,C,3,6,0,0,0,0,0,0,0.9239319674235571,0.08696850071833129,8.714432697195411
64,1,1,0,0,0,0,C,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.7613168621231441,0.16020510135639376,15.160100787230292
122,4,12,10,8,3,0,A,3,12,A,2,4,C,4,1,C,2,12,0,0,0,0.9318028359502462,0.09993141382304085,8.10024941845408
95,1,6,0,0,0,0,A,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0.6663721828215728,0.143616215166651,10.175007081787015
94,4,9,9,3,14,0,C,2,9,B,2,10,A,1,8,D,4,2,0,0,0,0.9164957399724781,0.048488969160602864,5.392694764954155
56,4,9,11,13,16,0,A,1,5,D,2,3,C,3,5,D,2,10,0,0,0,0.9077330272286444,0.06975497109193325,9.242190492770687
18,2,4,2,0,0,0,D,2,5,B,1,5,0,0,0,0,0,0,0,0,0,0.6992150366697542,0.21307777761468882,14.042314159947143
48,2,2,10,0,0,0,C,4,4,B,1,4,0,0,0,0,0,0,0,0,0,0.9197433803802425,0.059573988191235175,5.486939023937019
21,4,10,6,1,14,0,C,2,10,A,1,10,C,1,3,B,4,7,0,0,0,0.9231106737499265,0.09350873794403443,9.989426669333524
99,2,4,5,0,0,0,D,2,8,A,1,5,0,0,0,0,0,0,0,0,0,0.793081003322915,0.22274685943083936,14.523596372023896
103,2,6,12,0,0,0,A,2,12,D,2,11,0,0,0,0,0,0,0,0,0,0.7462536850925148,0.2368160088151271,13.13142137700429
21,1,7,0,0,0,0,B,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0.8427784088417812,0.2907433563991117,10.080906986274165
22,3,13,14,4,0,0,B,3,7,A,4,1,B,4,3,0,0,0,0,0,0,0.9253380804723811,0.08057477756830599,4.328356134014212
120,2,10,10,0,0,0,B,2,1,A,4,4,0,0,0,0,0,0,0,0,0,0.9038180909553308,0.04604519086179072,9.248392210948229
126,3,11,16,5,0,0,B,3,12,D,2,11,A,2,1,0,0,0,0,0,0,0.7617390807069024,0.2719739775639156,15.355085543508812
107,5,16,12,12,13,4,A,4,3,A,3,3,C,2,1,D,3,6,B,2,9,0.9217014985695294,0.020420259473921468,9.46601579981759
90,4,14,4,7,2,0,C,4,3,C,4,5,A,4,12,B,3,11,0,0,0,0.9183428964129002,0.09937397714533573,9.621840996947693
82,5,13,5,16,12,3,D,2,10,D,4,3,A,4,5,C,2,9,C,1,10,0.9186858513264772,0.032044911472339704,6.7256117630671435
76,1,7,0,0,0,0,A,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0.8781739777472096,0.28529482454113886,17.753104164647468
79,3,13,3,1,0,0,D,4,9,B,4,2,D,3,12,0,0,0,0,0,0,0.9151586193333028,0.02744535289582415,4.219047930549162
56,1,8,0,0,0,0,C,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0.6142891577326308,0.10483887425743627,12.940820340837465
52,3,7,1,11,0,0,B,2,8,C,4,5,A,4,1,0,0,0,0,0,0,0.9375829428252824,0.07783571730994168,9.04864578734417
8,4,6,3,2,8,0,D,4,1,D,4,2,A,4,12,A,4,2,0,0,0,0.9354204386511915,0.02152763551322188,4.40975944973694
12,2,8,5,0,0,0,B,1,5,C,2,11,0,0,0,0,0,0,0,0,0,0.6486570856089648,0.2632205722040467,17.412315167896157
